코드,자격증명
4024800,레몬트리디자인폼패브릭강사
4024900,레크리에이션
4024901,레크&이벤트MC
4024902,레크레이션지도사
4024903,레크리에이션지도자자격증
4024904,레크리에이션지도사
4024905,레크리에이션지도자
4024906,레크리에이션지도자자격증
4024907,복지레크리에이션지도사
4024908,사회복지레크레이션
4024909,신바람레크레이션지도자
4024910,노인복지레크리에이션
4024911,실버레크리에이션지도자
4024912,실버웃음레크레이션지도자
4024913,웃음레크레이션지도자
4024914,웃음레크레이션지도사
4024915,웃음레크전문강사
4024916,유아레크레이션
4024917,유아레크리에이션지도사
4024918,유아레크리에이션지도자
4024919,유아아동레크리에이션
4024920,펀레크리에이션지도자
4024921,치료레크리에이션
4024922,유아레크리에이션
4024923,실버레크리에이션자격증
4025800,레포츠지도자
4025900,로봇자격증
4025901,로봇기술자격증
4025902,로봇마스터자격증
4025903,지능형로봇
4026100,리더십지도사
4026101,리더스피치지도사자격증
4026102,리더십스피치지도사
4026103,리더십안전강사
4026104,리더십지도사자격증
4026105,리더십지도자
4026106,어린이리더십강사
4026107,이순신리더십강사자격증
4026108,정주영리더십강사자격증
4026109,청소년리더십
4026110,펀리더쉽지도자
4026111,펀리더십지도사
4026112,펀리더십지도자
4026113,VIP리더십지도사
4026114,글로벌리더쉽능력자격증(GLTE)
4026115,서희협상리더쉽강사
4026700,리딩아트
4026701,리딩아트지도사
4026702,리딩아트카운슬러
4026900,리모델링사업관리사(RMP)
4027000,리본공예
4027001,리본공예 자격증
4027002,리본공예아티스트
4027003,리본공예지도사
4027004,리본아트
4027005,리본아트지도사
4027500,마술교육지도사
4027501,영어마술지도자
4027600,마인드월드교육지도사
4027700,마인드프로세서
4027800,마케팅조사분석사
4027900,마케팅관리사
4028000,마케팅기획전문가
4028100,마케팅지도사(MC)
4028200,마필관리지도자자격증
4028300,막걸리소믈리에
4028400,부모교육지도사
4028401,맘코치자격증
4028402,부모교육지도자
4028403,부모코치
4028404,아버지학교지도사
4028405,부모력성장지원가
4028406,부모상담지도사
4028407,어머니학교지도사
4028500,매너코칭지도자
4028700,멀티미디어
4028800,메이킹북교육지도자
4028900,멘토링지도사
4029000,명강사자격증
4029100,명리학교육강사
4029200,명화요리지도자
4029600,모래놀이상담
4029601,모래놀이상담사
4029602,모래놀이상담전문가
4029603,모래놀이심리상담사
4029900,모바일로보틱스
4030000,목공지도사
4030100,목욕관리사
4030200,목조건축기술자격증
4030300,목조주택검사원
4030400,몬테소리 교육(지도)사
4030401,몬테소리교육지도사
4030402,몬테소리지도사
4030403,몬테쏘리교육사
4030404,영아몬테소리교육사
4030405,유아몬테소리교육사
4030406,한국몬테소리교육사
4030800,무기술지도자
4030900,무대분장사
4031000,무선인터넷관리사
4031100,문예교육지도사
4031200,문인화지도사
4031300,문제행동상담지도사
4031400,문학적프로젝트지도사
4031500,문해교육사자격증
4031600,문화복지사
4031601,문화복지사자격증
4031800,문화선교사자격증
4032000,물류지도사자격증
4032100,미니탭활용능력
4032200,미술심리상담
4032201,미술심리
4032202,미술심리상담사
4032203,미술심리지도사
4032204,미술정서인지상담사
4032205,아동미술심리상담사
4032206,아동미술심리상담사
4032207,아동미술심리지도사
4032208,임상미술심리사
4032209,임상미술심리상담사
4032210,향기나무북아트심리지도사
4032211,종이미술심리지도사
4032700,민간자격관리사
4032800,민간자격환경평가사
4032900,민간조사사(PIA)
4033100,민화지도사
4033200,바둑능력인증
4033201,바둑급증
4033202,바둑단증
4033400,바둑지도
4033401,바둑지도자
4033700,발달상담사
4033701,발달심리자격증
4033702,아동발달상담사
4033703,아동발달전문가
4033800,발달운동지도사
4033900,발달장애상담(교육)사
4033901,발달장애상담사
4033902,발달장애예방교육강사
4033903,발달장애지도사
4033904,장애영유아보육교사
4034200,발달진단평가사
4034300,발레벨리댄스지도자
4034301,밸리댄스지도자
4034302,벨리댄스지도자
4034303,벨리댄스청소년
4034304,벨리댄스청소년지도사
4034305,벨리댄스자격증
4034306,벨리댄스지도사
4034307,벨리댄스지도사(BellyDance)
4034308,벨리댄스지도자
4034309,벨리댄스지도자자격증
4034310,벨리댄스특수체육지도자
4034311,실버벨리댄스지도자
4034312,실용무용벨리댄스지도사
4034313,실용무용벨리댄스지도사
4034314,실용무용트라이벌벨리댄스지도사
4034315,실용무용벨리댄스지도자
4034316,요가벨리댄스지도자
4034317,임산부벨리댄스
4034318,K.T.S벨리댄스지도자
4035900,초등방과후지도사
4035901,방과후지도사
4035902,방과후수학지도사
4035903,방과후고무찰흙지도사
4035904,방과후공예지도사
4035905,방과후교육지도사
4035906,방과후국악지도사
4035907,방과후명품지도사
4035908,방과후아동지도사
4035909,방과후아동지도사
4035910,방과후아동지도사자격증
4035911,방과후아동컴퓨터지도사
4035912,방과후아동코칭지도사
4035913,방과후영어지도사
4035914,방과후예쁜글씨지도사
4035915,방과후전문아동지도사
4035916,방과후전문지도사
4035917,방과후학교지도사
4035918,방과후학교지도자
4035919,방과후POP지도사
4035920,역사체험방과후지도사자격증
4035921,초등방과후과학지도사
4035922,초등방과후국어지도사
4035923,초등방과후머릿셈지도사
4035924,초등방과후미술지도사
4035925,초등방과후수학지도사
4035926,초등방과후영어지도사
4035927,초등방과후음악지도사
4035928,초등방과후정속독지도사
4035929,초등방과후주산지도사
4035930,초등방과후한국사지도사
4035931,초등방과후한자지도사
4035932,방과후방송연기지도사
4036300,방송디지털음악전문인
4036400,방송실기지도사
4036500,방송영상전문인
4036600,방송정보관리사
4036900,범죄예방지도사
4037000,법실무능력
4037100,베이비시터
4037200,벨리댄스공연기획가
4037700,벨리댄스안무가
4038300,병원경영및마케팅
4038301,병원경영관리자
4038302,병원경영컨설턴트
4038303,병원국제마케팅전문가
4038600,병원(서비스)코디네이터
4038601,병원서비스매니저
4038602,병원서비스코디네이터
4038603,의료서비스코디네이터
4038604,병원코디네이터
4038605,병원코디네이터 자격증
4038606,병원코디네이터자격증
4038607,병원코디네이터전문가자격증
4038608,임상연구코디네이터(CRC)
4039200,병원행정실무
4039300,병원행정실무코디네이터
4039500,보험심사
4039501,보험심사관리사
4039502,보험심사분석사
4039503,보험심사평가사
4040000,볼링지도사
4040400,부모사랑양육사
4040700,부부코치
4040701,부부행복라이프코치
4040702,부부행복라이프코칭지도사
4040703,예비부부코칭지도사자격증
4041000,북마스터지도사
4041100,북바인딩
4042100,"불어,독어,서어,노어,번역능력인정"
4042200,브랜드관리사
4042201,브랜드관리지도사
4042202,브랜드전문가
4042400,브랜드네이미스트
4042600,비즈공예자격증
4042601,비즈공예
4042602,비즈공예아티스트
4042603,비즈아트지도사
4042604,이오클래식비즈공예자격증
4043000,비트SW프로젝트자격증
4043400,사격(실무)지도사
4043500,사고력교과도형지도사
4043800,사이버학습코치
4043900,사이버포렌식조사전문가
4044000,사진지도사
4044001,사진실기지도사
4044002,사진영상지도사
4044200,금형제작사
4044201,사출금형제작사
4044202,프레스금형제작사
4044300,사회보험사
4044500,사회복지모금전문가
4044800,사회서비스관리사
4044900,행동발달교육사
4044901,사회행동발달교육사
4044902,행동치료사
4044903,국제행동분석가(BCBA:BoardCertificationBehaviorAnalyst)
4045000,산업기계정비사
4045100,산업보안
4045101,산업보안관리사
4045102,산업보안전문가(ISP)
4045103,산업보안컨설턴트(ISC)
4045400,산업전자기기제작사
4045800,삼단봉지도사
4045900,상담매니저
4046000,심리상담사
4046001,상담사
4046002,상담심리사
4046003,상담전문가
4046004,심리분석사
4046005,심리상담기법
4046006,심리상담사자격증
4046007,심리역학상담사
4046008,심리장애상담사
4046009,요리심리상담사
4046010,원예심리상담사
4046011,전문상담사
4046012,전문카운슬러자격
4046013,IDK심리상담사
4046014,한상담전문가
4046015,표현예술상담사(EAC)
4046016,교정교화상담사
4046017,인성·심리상담사자격증
4046018,노인심리상담사
4046019,MBTI
4046300,상업시설스포츠지도자
4046500,새가족양육사
4046501,새가족제자양육사
4046800,색채심리상담사
4046801,색채심리분석사
4046802,색채심리지도사
4046803,색채정서인지상담사
4046804,컬러심리상담사
4047200,생산운영관리사
4047300,생태지도사
4047301,생태프로젝트지도사
4047302,생태학습지도자
4047303,자연생태체험지도자자격증
4047500,생활건강
4047501,생활건강관리사
4047502,생활건강지도사
4047503,펀생활건강지도사
4047504,건강관리사
4047800,과학능력인증
4047801,생활과학능력(SGQ)시험
4047802,생활과학능력시험(SGQ)Junior
4047803,실용과학자격
4048100,생활안전관리사
4048200,생활역리상담사
4048300,생활요리지도사강사
4048400,서비스교육
4048401,서비스강사자격증
4048402,서비스코칭전문가
4048403,서비스(CS)교육강사
4048404,서비스강사
4048405,서비스강사자격증
4048406,서비스능력인증
4048407,서비스매니저
4048408,서비스전문강사
4048409,서비스전문강사자격인증
4048410,서비스컨설턴트
4048411,CS전문강사
4048412,CS전문강사자격증
4048413,CS중급Specialist
4048414,R
4048415,CS컨설턴트
4048416,CS코치자격증
4048417,친절서비스지도사
4049400,서비스품질전문가
4049600,선물포장
4049601,포장아트지도사
4049602,선물포장전문가
4049603,선물포장지도사
4050000,성폭력상담사
4050200,세무회계
4050201,세무회계능력
4050400,소믈리에
4050401,소믈리에자격증
4050402,와인소믈리에
4050403,꽃차소믈리에
4050404,티소믈리에
4050600,소점포관리사
4050700,소프트웨어능력인증
4050701,소프트웨어기술능력검정시험
4050702,소프트웨어설계기술인증시험
4050703,소프트웨어테스팅자격증
4050900,소프트웨어자산관리사(SM)
4051000,속독지도사
4051001,정속독지도사
4051100,손뜨개자격증
4051200,손유희자격증
4051201,손유희지도사
4051400,쇼핑몰플래너
4051600,수맥탐지사
4051601,수맥탐사지도사
4052000,수중운동전문지도사
4052001,수중운동지도자
4052400,슈피터
4052401,슈피터자격증
4052700,스쿠버다이빙
4052701,스쿠버다이빙강사
4052702,스쿠버잠수
4052703,잠수.스킨스쿠버자격증
4052704,잠수교육지도사
4052705,프리다이빙
4052900,스크랩북킹지도사
4053000,스키패트롤자격증
4053100,스타킹공예
4053101,스타킹공예강사
4053300,스텐실아티스트
4053400,스토리텔링지도사
4053500,스트레스관리(지도)사
4053501,스트레스관리사
4053502,스트레스관리지도사
4053503,스트레스관리지도자
4053504,스트레스지도사
4053505,스트레스코치자격증
4053506,직무스트레스관리사/코치
4054000,스트레칭전문지도사
4054001,스트레칭지도사
4054200,스틸하우스빌더및레이머
4054201,스틸하우스빌더
4054202,스틸하우스프레이머
4054400,스팀트랩진단사
4054500,스포츠테이핑지도자
4054700,스피치지도
4054701,스피치지도사
4054702,스피치지도사자격증
4054703,스피치토론지도사
4054704,청소년스피치(발표력)
4054705,Fun파워스피치지도자
4055000,시낭송지도사
4055100,시니어강사
4055200,신문활용교육
4055201,시니어NIE지도사
4055202,신문활용교육지도사
4055203,NIE전문지도사
4055204,NIE지도사
4055205,NIE창의논리지도사
4055300,시설물유지관리사
4055400,시스템경영관리사자격증
4055500,시스템에어컨설계시공관리사
4055600,시스템영업관리사자격증
4055700,식습관지도
4055701,식생활교육지도자
4055702,식습관코치
4055703,아동식습관지도사
4056300,신변보호사
4056400,신용상담사
4056700,실무프레젠테이션전문가
4056701,프레젠테이션
4056702,프레젠테이션마스터(PTM)
4056703,프리젠테이션능력검정
4056704,프리젠테이션스킬
4056705,프리젠테이션지도자
4056706,영어프레젠테이션
4057800,은공예
4057801,실버아트
4057802,은공예아티스트
4058700,실용무용벨리댄스심사위원자격증
4059300,손글씨지도
4059301,실용손글씨지도자자격증
4059302,어린이예쁜글씨
4059303,어린이예쁜글씨지도사
4059304,어린이예쁜손글씨지도사
4059600,실험과학지도사
4059700,심리·행동적응지도사
4059701,심리행동적응전문지도사
4060200,심리세일즈마스터
4060400,심리운동
4060401,심리운동발달전문지도사
4060402,심리운동사
4061000,인성지도
4061001,심성지도사
4061002,아동성격지도사
4061003,어린이성품전문지도사
4061004,인성교육전문지도사
4061005,인성수행능력
4061006,인성지도사
4061100,쌍절곤자격증
4061300,재활치료(운동)사
4061301,아동놀이재활교육사
4061302,재활놀이교육사
4061303,미술재활지도사
4061304,심리재활전문가
4061305,재활웃음지도사
4061306,실버재활운동사
4061307,재활레크리에이션
4061308,재활레크리에이션전문가
4061309,심리운동재활교육사
4061310,유아재활체육교육사
4061311,재활치료사
4061312,노인재활마사지
4061313,노인놀이치료사
4061314,놀이치료사
4061315,미술치료사
4061316,심리치료사
4061317,웃음치료사
4061400,놀이지도
4061401,아동놀이지도사
4061402,아동전통문화놀이지도사
4061403,유아놀이교육사
4061404,유아놀이지도사
4061405,유아아동놀이교육
4061406,유아전통문화놀이지도사
4061407,전래놀이지도사
4061408,영재놀이지도사
4061409,유아영어지도사
4061700,미술지도
4061701,아동미술전문지도자
4061702,아동미술지도사
4061703,아동미술실기지도사
4061704,아동미술아티스트
4061705,아동미술지도사
4061706,아동입체조형미술지도사
4061707,아동종이조형지도사
4061708,유아동조형미술지도사
4061709,종이조각미술지도사
4061710,우뇌계발미술학습지도사
4061711,초등미술실기지도사
4061712,영재미술지도사
4061713,실버미술지도사
4061714,실기미술교사자격증
4062600,아동보호사
4062700,아동상담
4062701,아동상담사
4062702,아동상담사자격증
4062703,아동상담지도사
4062704,아동심리상담사
4062705,아동심리상담전문가
4062706,ADHD아동상담전문가
4062707,또래상담사
4062708,특수아동상담
4063500,영어지도
4063501,아동영어지도사
4063502,어린이영어지도사
4063503,어린이전문영어지도사
4063504,아동영어Storytelling지도사
4063505,홈스쿨링영어지도사자격증
4063506,TESOL영어지도사
4063507,영어지도사
4063508,영어코칭지도사
4063509,골프영어(GolfEnglish)
4063510,초등학생영어지도사
4063511,TEE(영어전용교사)
4063512,TELF(영어교육)
4064100,아동의사소통교육사
4064700,아동청소년복지상담
4064701,아동청소년복지상담사
4064702,아동청소년복지상담지도사
4064703,아동청소년지도사
4065000,아동쿠킹플레어지도사
4065100,아동학습놀이지도사
4065101,아동학습지도사
4065102,아동학습코치
4065103,유아및아동교육지도사
4065104,지역아동교육양육사
4065105,통합아동지도사
4065400,아로마향초자격증
4065600,아웃소싱지도사
4065700,영재지도사
4065701,아이브레인영재지도사
4065702,영재전문지도사
4065703,영재지도자(비테에)
4065704,디자인창의·영재지도사
4066300,주산및암산자격
4066301,암산
4066302,암산급수
4066303,암산급수(단)자격증
4066304,암산능력
4066305,주산
4066306,주산과암산자격증
4066307,주산급수
4066308,주산급수(단)자격증
4066309,주산암산교육사
4066310,주산암산교육지도자
4066311,주산암산수학지도사
4066312,주산암산지도자자격증
4066313,주산자격검정
4066314,주산활용수학교육사
4066700,애견미용사
4066701,애견미용사자격증
4066900,양초공예
4066901,양초공예자격증
4066902,양초공예지도사
4067100,양택감정
4067101,양택감정사
4067102,양택풍수상담사
4068800,어린이음악실기지도사
4069000,중국어지도
4069001,어린이중국어지도사
4069002,중국어지도사
4069400,언론정보사
4069500,언어발달
4069501,언어발달교육사
4069502,언어발달장애지도사
4069503,언어발달지도사
4069504,언어장애전문가
4069505,언어재활교육사
4069506,언어재활지도사
4069507,다문화아동언어발달교육사
4069508,유아언어재활교육사
4069509,언어장애전문가
4069510,언어치료사
4069511,언어재활사
4069800,언어상호작용지도사자격증
4070200,에니어그램지도사
4070300,에어로빅지도사(Aerobic)
4070400,에코푸드지도자
4070500,엑셀통계분석능력검정
4070600,여가관리기획사
4070601,여가교육지도자
4070602,여가문화설계사
4070603,여가문화지도사
4070604,여가심리상담사
4071100,여행사operator실무능력
4071200,역학
4071201,역리상담사
4071202,역학교육강사
4071203,역학상담사
4071700,역설계자격증
4072000,연예인관리사(EA)
4072100,열린미술자격증
4072200,영상전문인
4072201,영상(촬영)전문인
4072202,영상(편집)전문인
4072500,영어독서지도
4072501,영어독서지도사
4072502,영어동화독서지도사
4072900,영어번역능력인정
4073300,태권도지도및능력인증
4073301,영어태권도지도사
4073302,유아태권도교육사
4073303,장애인태권도사범
4073304,재활태권도전문가
4073305,프로태권도지도자자격증
4073306,태글리쉬지도사자격증
4073307,태글리쉬단증
4073400,영업점컴플라이언스오피서(CBCO)
4073900,영화전문사
4074061,문화예술교육사
4074100,예쁜글씨팝아트지도사
4074101,예쁜글씨P.O.P레터리스트
4074102,예쁜글씨POP레터리스트
4074103,예쁜글씨POP자격증
4074104,예쁜손글씨(POP)자격증
4074105,키즈POP
4074106,POP
4074107,POP Artist
4074108,POP(손글씨디자인)
4074109,POP(예쁜글씨)아티스트
4074110,POP광고
4074111,POP디자인
4074112,POP디자인 자격증
4074113,POP디자인손글씨
4074114,POP예쁜글씨지도사
4074115,POP전문지도사
4074116,POP지도사
4074117,어린이POP지도사
4074600,예술지도사자격증
4075200,오르프지도사
4075300,오카리나지도사
4075400,와이어공예
4075401,와이어공예아티스트
4075402,이오와이어공예자격증
4075700,외국어역번역능력인정
4075800,외환관리사
4075900,요가지도
4075901,요가교육사
4075902,요가명상지도사
4075903,요가자격증
4075904,요가지도사
4075905,요가지도사(Yoga)
4075906,요가지도사자격증
4075907,요가지도자
4075908,요가지도자격증
4075909,요가지도자자격증
4075910,유아요가교육사
4075911,임산부요가지도자
4075912,키즈요가지도자자격증
4075913,키즈요가지도사
4075914,홀리스틱요가지도자격증
4075915,실버요가지도자
4075916,실버웃음요가지도자
4075917,어린이요가지도자
4075918,골프요가지도자
4075919,페이스요가지도자
4075920,핫요가지도자
4077200,풍선아트
4077201,요술풍선
4077202,풍선공예사
4077203,풍선아트지도자자격증
4077204,풍선아트자격증
4077205,풍선아트지도사
4077206,벌룬아티스트
4077207,매직풍선전문가
4077300,요퍼먼스지도자
4077500,우드POP
4077501,우드데코POP
4077502,우드피오피지도사
4077900,운동심리사
4077901,스포츠심리상담사
4078100,운수교통안전진단사
4078200,울음지도
4078201,울음지도사
4078202,울음지도자
4079900,워드실무능력
4080000,원가관리분석
4080001,원가관리사
4080002,원가분석사
4080200,원산지관리사
4080300,원예복지사
4080900,웹콜마케터
4081000,윈도우틴팅시공사
4081100,유료도로영업소관리사
4081200,유비쿼터스
4081201,유비쿼터스전문가
4081202,유비쿼터스지식능력검정
4081400,농구지도
4081401,유소년농구지도자
4081500,수영지도
4081501,유소년수영지도사
4081502,유소년수영지도자
4081503,유아수영지도사
4081700,야구지도
4081701,유소년야구지도자
4081702,유아야구지도사
4081800,인라인지도
4081801,유소년인라인지도자
4081802,유아인라인지도사
4081900,유소년축구지도
4081901,유소년축구지도사
4081902,유소년축구지도자
4081903,유아축구지도사
4082100,유아무용지도
4082101,유아·아동무용지도자
4082102,유아무용교육사
4082103,유아발레교육사
4082104,키즈영어발레지도자
4082200,유아체육지도
4082201,유아·아동체육지도자
4082202,유아체육교육사
4082203,유아체육전문지도사
4082204,유아체육지도사
4082205,유아체육지도자
4082206,유아스포츠지도사
4083600,유아비디오증후군재활전문가
4084400,운동발달
4084401,유아운동발달전문지도사
4084402,유아운동발달지도사
4084600,유아율동지도사
4084700,유아이벤트전문가
4084900,유아인지발달전문지도사
4085700,유아컴퓨터지도사
4086000,택견지도
4086001,유아택견지도사
4086002,택견지도사자격증
4086200,은행텔러(CBT)
4086300,음악실기자격(피아노연주)
4086301,재즈피아노지도사
4086302,피아노
4086303,피아노실기지도사
4086304,유아영어피아노지도자
4086305,피아노어드밴쳐전문교사
4086400,음악심리
4086401,음악심리분석사
4086402,음악심리상담사
4086403,음악심리지도사
4086404,음악정서인지상담사
4086800,음악줄넘기지도사
4086900,음향전문사
4087000,의료보험사
4087200,의료정보관리사
4087300,의학사서
4087400,이동통신관리사
4087500,이러닝교수설계사(이러닝지도사)
4087600,이미지컨설팅
4087601,이미지컨설턴트
4087602,이미지코치자격증
4087603,컬러이미지컨설턴트
4087800,이사상담사(무빙플래너)
4088200,폴리머클레이아트
4088201,이오폴리머공예자격증
4088202,폴리머클레이아티스트
4088203,폴리머클레이자격증
4088204,폴리머클레이지도사
4088800,인적자원
4088801,인재파견지도사
4088802,인적자원개발사
4088803,인적자원관리사
4088804,HRD컨설턴트
4088805,HRExpert
4089100,인터넷보안전문가
4089300,인터넷활용지도사
4089900,일본어지도
4089901,일본어강사
4089902,일본어지도사
4090000,일본어통번역사
4090001,일본어번역사
4090002,일본어통역사
4090003,일어번역능력인정
4090400,임베디드SW개발전문가
4090500,SW 테스트 전문가(CSTS: Certified Software Test Specialist)
4090900,자기주도학습관리및지도
4090901,자기주도학습지도사
4090902,자기주도학습관리사
4090903,자기주도학습지도사
4090904,자기주도학습지도사자격증
4090905,자기주도학습코치
4090906,자기주도학습코치지도사
4091500,체형관리
4091501,자기체형관리사
4091502,체형관리사
4091503,체형관리사(D.P)
4091504,체형관리운동지도사
4091505,활무도체형관리사
4091600,자동차관리사
4091700,자동차외장관리사
4091800,자동차전문유통관리사
4091801,자동차딜러자격
4091900,자동화설비제어사
4092000,자산운용지도사
4092100,자세교정사
4092300,자연주의교육예술인형전문가
4092400,자연주의교육예술전문가
4092500,자원봉사관리및지도
4092501,자원봉사관리사
4092502,자원봉사지도사
4092700,자폐증지도(교육)사
4092701,자폐스펙트럼아동지도사
4092702,자폐증재활교육사
4093800,장애인평생교육전문가
4094000,재난관리
4094100,재무설계사
4094101,재무설계사(AFPK)
4094102,소비자재무설계사
4094200,재무원가지도사
4095000,재활미술교육사
4095300,전기계측제어사
4095500,전문과외지도사
4095600,전문보험심사청구사
4096000,전통무속춤자격증
4096100,전통무예
4096101,전통무예평가사
4096102,전통무예지도사
4096300,전통물질기술자격증
4096400,전통병과지도사
4096500,전통악사자격증
4096700,전통음식사범증
4096800,전통장류제조사
4096900,전통주사범증
4097000,전통차예절
4097001,전통차예절사범증
4097002,전통차예절지도사
4097003,차도예절사자격증
4097004,차문화고전지도사자격증
4097005,차문화예절지도사
4097006,차사茶師자격증
4097007,차예절지도사
4097008,한국전통다도예절지도사
4097009,차생활자도자
4097200,전통혼례음식
4097201,전통폐백음식전문가
4097202,전통혼례음식지도사
4097500,전통활법운동지도사
4097600,클레이아트
4097601,점핑클레이
4097602,콜크클레이아트지도사
4097603,클레이사이언스지도사
4097604,클레이아트지도사
4097700,인터넷정보검색사
4097800,정보기록사
4097900,정보기술프로젝트관리사(IT-PMS)
4098000,정비사업전문관리사
4098300,정책분석평가사
4098400,제병관리사
4098500,제조품질전문가
4098700,조달계약사
4098900,종이공예
4098901,골판지공예자격증
4098902,색지공예지도사
4098903,신문지공예지도사
4098904,종이공예아티스트
4098905,종이공예사자격증
4098906,종이공예지도사
4098907,종이장식지도사
4099400,종이접기(지도)자격증
4099401,종이접기영재지도사
4099402,종이접기자격증
4099403,종이접기지도사
4099404,종이접기지도사자격증
4099405,종이접기지도자
4099406,영어종이접기지도사
4100000,주거환경(정비)사
4100001,주거환경사
4100002,주거환경정비사자격증
4100003,주거복지사
4100300,주례전문인자격증
4101400,주얼리
4101401,주얼리마스터
4101402,주얼리코디네이터
4101600,줄넘기기능급수
4101700,중국기업상담사
4101800,중국어요리놀이지도자
4102100,중등방과후지도사
4102101,중등방과후과학지도사
4102102,중등방과후국어지도사
4102103,중등방과후수학지도사
4102104,중등방과후영어지도사
4102105,중등방과후한국사지도사
4102700,중어번역능력인정
4103000,지속경영인증사(CSO)
4103600,진로상담및지도
4103601,진로상담사
4103602,진로상담전문가
4103603,진로지도사
4103604,청소년진로지도사
4103605,청소년진로코칭지도사자격증
4103606,교육상담사
4103607,진로교육지도사
4103900,째저싸이즈지도사
4104700,茶품평사자격증
4104800,창업지도
4104801,창업보육전문매니저
4104802,창업지도사
4105200,천연비누
4105201,천연비누공예
4105202,천연비누공예자격증
4105203,천연비누아티스트
4105204,천연비누제조사
4105205,천연비누지도사
4105800,천연염색
4105801,천연염색전문강사
4105802,천연염색아티스트
4105803,천연염색전문지도사
4105804,천연염색지도사
4106200,청각관리사
4106300,청능사
4106500,청소년드림메이커
4106900,청소년자신감
4107200,청소년상담
4107201,청소년코치(청소년코칭지도사)
4107202,청소년폭력예방상담사
4109500,초크아트
4109501,초크아트지도사
4109502,초크POP
4109800,효교육
4109801,충효교육지도사
4109802,효교육지도사
4109803,효행교육지도사
4109900,취업컨설턴트
4110000,치공구제작사
4110100,친환경건축관리사
4110200,친환경상품관리사
4110400,칼라믹스
4110401,칼라믹스공예자격증
4110402,칼라믹스아티스트
4110600,캘리그라피
4110601,캘리그라피전문가
4110800,커리어코치(CareerCoach)
4110900,커뮤니케이션코치
4111000,커피바리스타
4111100,컨츄리분과(컨츄리인형)
4111200,톨페인팅지도
4111201,컨츄리분과(톨페인팅)
4111202,키즈톨페인팅지도사
4111203,톨페인팅지도사
4111300,컨택센터컨설턴트
4111600,컴퓨터패션디자인운용검정
4111700,컴퓨터미디음악지도사
4111800,컴퓨터능력인증
4111801,컴퓨터소양
4111802,컴퓨터소양인증시험
4111803,컴퓨터프로그래머
4111804,컴활용실무능력
4112200,코어(Core)트레이너
4112400,쿠키코디네이터
4112500,퀀텀에너지지도사
4112600,퀼트
4112700,목회상담사
4112701,크리스찬카운셀러
4112702,목회상담사
4113000,키즈산타전문가
4113300,키즈컨츄리
4113900,타자능력인증
4113901,타자능력평가
4113902,OTPC
4114400,테디베어기술
4114500,토퍼(TOFER)
4114700,통학차량운전
4114701,통학버스운전자격증
4114702,통학자동차운전자격증
4114703,통학차량운전자격
4115100,투검술지도사
4115200,투자평가사
4115500,특수교육(지도)사
4115501,특수교육경영사
4115502,특수발달교육사
4115503,특수발달미술교육사
4115504,특수수중운동전문지도사
4115505,특수아동교육사
4115506,특수아동전문지도사
4115507,특수아동지도사
4115508,특수아동체육교육사
4115509,특수아동학습지도사
4115510,특수아미술실기지도사
4115511,특수언어발달교육사
4115512,특수운동발달전문지도사
4115513,특수운동발달지도사
4115514,특수유아체육교육사
4115515,특수인지발달교육사
4115516,특수인지발달전문지도사
4115517,특수인지발달지도사
4115518,특수인지학습지도사
4115519,특수재활교육사
4115520,특수재활체육교육사
4115521,특수체육전문지도사
4115522,특수체육지도사
4115523,특수체육치료사
4115524,특수행동수정전문지도사
4115525,특수행동수정지도사
4118300,파티플래너
4118400,팝업아트
4118600,패브릭페인팅아티스트
